Parent_x,Parent_y,Parent_z,Child_x,Child_y,Child_z,Thickness
0.00000000,0.00000000,0.00000000,0.00413929,0.09990314,-0.00149278,2.96225664
0.00413929,0.09990314,-0.00149278,0.00827403,0.19980669,-0.00297087,2.96225664
0.00827403,0.19980669,-0.00297087,0.01240387,0.29971068,-0.00443274,2.96225664
0.01240387,0.29971068,-0.00443274,0.01652843,0.39961515,-0.00587659,2.96225664
0.01652843,0.39961515,-0.00587659,0.02064622,0.49951899,-0.00738208,2.96225664
0.02064622,0.49951899,-0.00738208,0.02475802,0.59942343,-0.00886427,2.96225664
0.02475802,0.59942343,-0.00886427,0.02886341,0.69932851,-0.01032039,2.96225664
0.02886341,0.69932851,-0.01032039,0.03296195,0.79923430,-0.01174723,2.96225664
0.03296195,0.79923430,-0.01174723,0.03705325,0.89914085,-0.01314107,2.96225664
0.03705325,0.89914085,-0.01314107,0.04113696,0.99904822,-0.01449758,2.96225664
0.04113696,0.99904822,-0.01449758,0.04521291,1.09895648,-0.01581165,2.96225664
0.04521291,1.09895648,-0.01581165,0.04928114,1.19886567,-0.01707730,2.96225664
0.04928114,1.19886567,-0.01707730,0.05334214,1.29877585,-0.01828753,2.96225664
0.05334214,1.29877585,-0.01828753,0.05739719,1.39868702,-0.01943406,2.96225664
0.05739719,1.39868702,-0.01943406,0.06144885,1.49859914,-0.02050727,2.96225664
0.06144885,1.49859914,-0.02050727,0.06550197,1.59851208,-0.02149602,2.96225664
0.06550197,1.59851208,-0.02149602,0.06956543,1.69842551,-0.02238783,2.96225664
0.06956543,1.69842551,-0.02238783,0.07365530,1.79833878,-0.02316941,2.96225664
0.07365530,1.79833878,-0.02316941,0.07780093,1.89825064,-0.02382817,2.96225664
0.07780093,1.89825064,-0.02382817,0.08205638,1.99815866,-0.02435529,2.96225664
0.08205638,1.99815866,-0.02435529,0.08652173,2.09805813,-0.02475125,2.96225664
0.08652173,2.09805813,-0.02475125,0.09137284,2.19793998,-0.02503896,2.96225664
0.09137284,2.19793998,-0.02503896,0.09682119,2.29779100,-0.02533848,2.91295063
