Parent_x,Parent_y,Parent_z,Child_x,Child_y,Child_z,Thickness
0.00000000,0.00000000,0.00000000,0.00147440,0.09997819,0.00147915,2.93297209
0.00147440,0.09997819,0.00147915,0.00311308,0.19995369,0.00296709,2.93297209
0.00311308,0.19995369,0.00296709,0.00495155,0.29992609,0.00442948,2.93297209
0.00495155,0.29992609,0.00442948,0.00677534,0.39989865,0.00589948,2.93297209
0.00677534,0.39989865,0.00589948,0.00858272,0.49987139,0.00737771,2.93297209
0.00858272,0.49987139,0.00737771,0.01037168,0.59984433,0.00886487,2.93297209
0.01037168,0.59984433,0.00886487,0.01213982,0.69981749,0.01036171,2.93297209
0.01213982,0.69981749,0.01036171,0.01388433,0.79979091,0.01186908,2.93297209
0.01388433,0.79979091,0.01186908,0.01560180,0.89976462,0.01338793,2.93297209
0.01560180,0.89976462,0.01338793,0.01728812,0.99973868,0.01491927,2.93297209
0.01728812,0.99973868,0.01491927,0.01893826,1.09971312,0.01646426,2.93297209
0.01893826,1.09971312,0.01646426,0.02054598,1.19968803,0.01802413,2.93297209
0.02054598,1.19968803,0.01802413,0.02210346,1.29966348,0.01960024,2.93297209
0.02210346,1.29966348,0.01960024,0.02360072,1.39963956,0.02119400,2.93297209
0.02360072,1.39963956,0.02119400,0.02502485,1.49961641,0.02280687,2.93297209
0.02502485,1.49961641,0.02280687,0.02635880,1.59959418,0.02444020,2.93297209
0.02635880,1.59959418,0.02444020,0.02757968,1.69957303,0.02609509,2.93297209
0.02757968,1.69957303,0.02609509,0.02865602,1.79955317,0.02777207,2.93297209
0.02865602,1.79955317,0.02777207,0.02954387,1.89953480,0.02947078,2.93297209
0.02954387,1.89953480,0.02947078,0.03018136,1.99951798,0.03119078,2.93297209
0.03018136,1.99951798,0.03119078,0.03048480,2.09950223,0.03293938,2.93297209
0.03048480,2.09950223,0.03293938,0.03036381,2.19948538,0.03477110,2.93297209
0.03036381,2.19948538,0.03477110,0.02980887,2.29946136,0.03689096,2.61833050
0.03036381,2.19948538,0.03477110,-0.01327243,2.20643765,-0.05493701,2.27950706
0.02980887,2.29946136,0.03689096,0.03414243,2.39853568,0.04975562,2.57550958
0.02980887,2.29946136,0.03689096,-0.04849415,2.30028723,0.09908386,1.31607401
-0.01327243,2.20643765,-0.05493701,-0.08011756,2.24522804,-0.11839593,2.27950706
0.03414243,2.39853568,0.04975562,0.04763508,2.49685143,0.06208295,2.57550958
-0.04849415,2.30028723,0.09908386,-0.12812679,2.31751316,0.15706583,1.31607401
-0.08011756,2.24522804,-0.11839593,-0.12322248,2.31649889,-0.17373517,2.27950706
0.04763508,2.49685143,0.06208295,0.06657403,2.59408129,0.07578221,2.53043953
0.04763508,2.49685143,0.06208295,0.14638746,2.48475258,0.05200398,1.31607401
-0.12812679,2.31751316,0.15706583,-0.19897072,2.38788731,0.16241538,1.31607401
-0.12322248,2.31649889,-0.17373517,-0.15644431,2.39476696,-0.22636995,2.27950706
0.06657403,2.59408129,0.07578221,0.08159315,2.69068545,0.09680750,2.14069514
0.06657403,2.59408129,0.07578221,-0.01392767,2.59466068,0.13510455,2.11474253
0.14638746,2.48475258,0.05200398,0.23329528,2.49654801,0.00396339,1.31607401
-0.19897072,2.38788731,0.16241538,-0.27127514,2.45636122,0.17154739,1.31607401
-0.15644431,2.39476696,-0.22636995,-0.19009415,2.48145395,-0.26315381,2.25810086
0.08159315,2.69068545,0.09680750,0.09986234,2.78790385,0.11146421,2.14069514
-0.15644431,2.39476696,-0.22636995,-0.24786407,2.37134012,-0.19330016,1.00000000
-0.01392767,2.59466068,0.13510455,-0.00674053,2.61323494,0.23310119,2.08779763
0.23329528,2.49654801,0.00396339,0.31558018,2.51892182,-0.04827269,1.31607401
-0.27127514,2.45636122,0.17154739,-0.32581132,2.53724729,0.19353033,1.18920712
-0.19009415,2.48145395,-0.26315381,-0.20753982,2.57055797,-0.30505993,2.25810086
0.09986234,2.78790385,0.11146421,0.11794895,2.88498500,0.12721616,2.05976714
-0.01392767,2.59466068,0.13510455,-0.07071693,2.62902418,0.06031064,1.00000000
-0.27127514,2.45636122,0.17154739,-0.30339290,2.41635376,0.25738359,1.00000000
0.09986234,2.78790385,0.11146421,0.19974321,2.78420612,0.10828009,1.31607401
-0.00674053,2.61323494,0.23310119,0.00630225,2.63524270,0.32977355,2.08779763
0.31558018,2.51892182,-0.04827269,0.40041209,2.53848630,-0.09747408,1.18920712
-0.32581132,2.53724729,0.19353033,-0.36945894,2.62711314,0.18916978,1.18920712
-0.20753982,2.57055797,-0.30505993,-0.23487524,2.64927909,-0.36033887,2.23606798
0.11794895,2.88498500,0.12721616,0.12102912,2.98336067,0.14490062,2.05976714
0.31558018,2.51892182,-0.04827269,0.36803714,2.46524764,0.01781323,1.00000000
-0.20753982,2.57055797,-0.30505993,-0.11712640,2.58147253,-0.34636715,1.00000000
