Parent_x,Parent_y,Parent_z,Child_x,Child_y,Child_z,Thickness
0.00000000,0.00000000,0.00000000,0.00368570,0.09984728,0.00411539,4.01938981
0.00368570,0.09984728,0.00411539,0.00724003,0.19969531,0.00832700,4.01938981
0.00724003,0.19969531,0.00832700,0.01064449,0.29954174,0.01269730,4.01938981
0.01064449,0.29954174,0.01269730,0.01392464,0.39938096,0.01732021,3.93597934
0.01064449,0.29954174,0.01269730,-0.08017970,0.31731811,0.05057826,2.14069514
0.01392464,0.39938096,0.01732021,0.02718351,0.49849685,0.01781300,3.84690117
0.01392464,0.39938096,0.01732021,0.00005632,0.41169570,-0.08094483,2.14069514
-0.08017970,0.31731811,0.05057826,-0.15301300,0.37082132,0.09338850,2.14069514
0.02718351,0.49849685,0.01781300,0.04592114,0.59632784,0.02664470,3.44591673
0.02718351,0.49849685,0.01781300,0.12571447,0.48262487,0.01150976,2.97182787
0.00005632,0.41169570,-0.08094483,-0.04263866,0.45102091,-0.16237373,2.14069514
-0.15301300,0.37082132,0.09338850,-0.21841152,0.44117737,0.12119245,2.00000000
0.04592114,0.59632784,0.02664470,0.06251589,0.69460861,0.03473814,3.44591673
-0.15301300,0.37082132,0.09338850,-0.06408270,0.38649446,0.13635075,1.49534878
0.12571447,0.48262487,0.01150976,0.22295970,0.48609308,-0.01154097,2.97182787
-0.04263866,0.45102091,-0.16237373,-0.07135858,0.51351053,-0.23496997,2.11474253
-0.21841152,0.44117737,0.12119245,-0.27747072,0.51461324,0.15464664,2.00000000
0.06251589,0.69460861,0.03473814,0.07994036,0.79291409,0.04043210,3.44591673
-0.04263866,0.45102091,-0.16237373,-0.13809828,0.45951074,-0.13381880,1.00000000
-0.06408270,0.38649446,0.13635075,-0.03895818,0.42778197,0.22389560,1.49534878
0.22295970,0.48609308,-0.01154097,0.30837486,0.52936446,-0.04038257,2.95259172
-0.07135858,0.51351053,-0.23496997,-0.08880632,0.57703683,-0.31020285,2.08779763
-0.27747072,0.51461324,0.15464664,-0.32827348,0.59319542,0.18991592,1.96798967
0.07994036,0.79291409,0.04043210,0.09943384,0.89078090,0.04691982,3.44591673
0.22295970,0.48609308,-0.01154097,0.29654103,0.45478730,0.04850681,1.00000000
-0.07135858,0.51351053,-0.23496997,-0.11387043,0.44632755,-0.29562630,1.00000000
-0.27747072,0.51461324,0.15464664,-0.35487469,0.45186875,0.14617580,1.00000000
-0.03895818,0.42778197,0.22389560,-0.01383366,0.46906948,0.31144044,1.49534878
0.30837486,0.52936446,-0.04038257,0.36990624,0.58625645,-0.09494621,2.95259172
-0.08880632,0.57703683,-0.31020285,-0.09759345,0.65092037,-0.37701608,2.08779763
-0.32827348,0.59319542,0.18991592,-0.37073819,0.68093365,0.21224863,1.96798967
0.09943384,0.89078090,0.04691982,0.11553149,0.98907937,0.05576720,2.95259172
0.22295970,0.48609308,-0.01154097,0.24271793,0.42528993,-0.08843433,1.00000000
0.09943384,0.89078090,0.04691982,0.19666082,0.86749681,0.04910312,2.83941151
0.29654103,0.45478730,0.04850681,0.24542223,0.52803785,0.09346486,1.00000000
-0.35487469,0.45186875,0.14617580,-0.40395616,0.46293416,0.05975494,1.00000000
-0.01383366,0.46906948,0.31144044,-0.00172153,0.54771906,0.37200066,1.49534878
0.36990624,0.58625645,-0.09494621,0.40699838,0.65611952,-0.15612892,2.46632571
-0.09759345,0.65092037,-0.37701608,-0.10267757,0.73154976,-0.43594870,2.05976714
-0.37073819,0.68093365,0.21224863,-0.40841487,0.76882504,0.24149878,1.93433642
0.11553149,0.98907937,0.05576720,0.12462416,1.08790719,0.06803044,2.94283096
0.36990624,0.58625645,-0.09494621,0.32222270,0.53519208,-0.02340105,1.00000000
-0.09759345,0.65092037,-0.37701608,-0.19627364,0.64114370,-0.38992490,1.00000000
-0.37073819,0.68093365,0.21224863,-0.27275225,0.70085625,0.21088989,1.00000000
0.11553149,0.98907937,0.05576720,0.01864569,0.99434238,0.03157129,1.00000000
0.19666082,0.86749681,0.04910312,0.27995962,0.91720342,0.07340456,2.83941151
0.24542223,0.52803785,0.09346486,0.29198844,0.57421827,0.16895629,1.00000000
-0.40395616,0.46293416,0.05975494,-0.43585197,0.55705773,0.04864587,1.00000000
-0.00172153,0.54771906,0.37200066,0.00229242,0.62501753,0.43531601,1.49534878
0.40699838,0.65611952,-0.15612892,0.43512618,0.73083376,-0.21635027,2.46632571
-0.10267757,0.73154976,-0.43594870,-0.09655540,0.81694523,-0.48762204,1.96798967
-0.40841487,0.76882504,0.24149878,-0.44539754,0.85782556,0.26816694,1.89882892
0.12462416,1.08790719,0.06803044,0.12680462,1.18759923,0.07556310,2.93297209
0.36990624,0.58625645,-0.09494621,0.32222270,0.53519208,-0.02340105,1.00000000
-0.10267757,0.73154976,-0.43594870,-0.14028279,0.78846347,-0.50906967,1.00000000
-0.40841487,0.76882504,0.24149878,-0.44834453,0.78788140,0.15181892,1.00000000
0.12462416,1.08790719,0.06803044,0.22016682,1.05909367,0.06159762,1.00000000
-0.19627364,0.64114370,-0.38992490,-0.29495382,0.63136703,-0.40283372,1.00000000
0.01864569,0.99434238,0.03157129,-0.07824011,0.99960538,0.00737538,1.00000000
0.27995962,0.91720342,0.07340456,0.35230598,0.95193627,0.13306723,2.83941151
0.29198844,0.57421827,0.16895629,0.33855466,0.62039870,0.24444772,1.00000000
0.00229242,0.62501753,0.43531601,0.01709844,0.70931830,0.48702833,1.41421356
0.43512618,0.73083376,-0.21635027,0.46935550,0.81219593,-0.26334547,2.46632571
-0.09655540,0.81694523,-0.48762204,-0.08113666,0.90841313,-0.52498359,1.93433642
-0.44539754,0.85782556,0.26816694,-0.46912491,0.94130657,0.31784523,1.89882892
0.12680462,1.18759923,0.07556310,0.12795360,1.28679185,0.08819261,2.61833050
0.36990624,0.58625645,-0.09494621,0.32222270,0.53519208,-0.02340105,1.00000000
-0.10267757,0.73154976,-0.43594870,-0.14028279,0.78846347,-0.50906967,1.00000000
0.00229242,0.62501753,0.43531601,0.04108949,0.59974257,0.52394989,1.00000000
-0.09655540,0.81694523,-0.48762204,-0.04675558,0.78727354,-0.56910559,1.00000000
0.12680462,1.18759923,0.07556310,0.05340393,1.19157533,0.14336081,2.27950706
-0.44834453,0.78788140,0.15181892,-0.53790634,0.83192472,0.15805326,1.00000000
0.22016682,1.05909367,0.06159762,0.24410203,1.03796906,-0.03316976,1.00000000
-0.29495382,0.63136703,-0.40283372,-0.39363401,0.62159036,-0.41574254,1.00000000
-0.07824011,0.99960538,0.00737538,-0.17512591,1.00486838,-0.01682054,1.00000000
0.35230598,0.95193627,0.13306723,0.39955574,1.01589017,0.19370846,2.34034732
0.33855466,0.62039870,0.24444772,0.38512087,0.66657912,0.31993915,1.00000000
0.01709844,0.70931830,0.48702833,0.02844193,0.80480827,0.51446901,1.41421356
0.46935550,0.81219593,-0.26334547,0.50658672,0.89476293,-0.30573093,2.41473640
-0.08113666,0.90841313,-0.52498359,-0.08134057,0.99889356,-0.56756585,1.93433642
-0.46912491,0.94130657,0.31784523,-0.47925509,1.02191536,0.37615134,1.68179283
0.12795360,1.28679185,0.08819261,0.13026642,1.38599841,0.10055020,2.59002006
0.36990624,0.58625645,-0.09494621,0.32222270,0.53519208,-0.02340105,1.00000000
-0.10267757,0.73154976,-0.43594870,-0.16839910,0.77847026,-0.37696441,1.00000000
